bodyparts,nose,nose,nose,belly_top,belly_top,belly_top,belly_middle,belly_middle,belly_middle,belly_bottom,belly_bottom,belly_bottom,pawfrontL,pawfrontL,pawfrontL,pawfrontR,pawfrontR,pawfrontR,pawbackL,pawbackL,pawbackL,pawbackR,pawbackR,pawbackR,tailbase,tailbase,tailbase,tailmiddle_1,tailmiddle_1,tailmiddle_1,tailmiddle_2,tailmiddle_2,tailmiddle_2,tailtip,tailtip,tailtip
88,,,,,,,,,,843.19,243.251,0.975000023841858,,,,,,,849.672,273.104,1.0,863.228,223.375,1.0,801.395,231.96,1.0,763.414,199.528,1.0,729.101,172.242,1.0,715.88,126.665,1.0
89,,,,,,,,,,842.957,241.516,0.9900000095367432,,,,,,,848.417,272.024,1.0,863.166,222.5,1.0,807.813,230.616,1.0,767.372,200.78,1.0,734.759,168.208,1.0,713.124,129.965,1.0
90,,,,,,,,,,842.969,241.39,0.996999979019165,,,,,,,848.38,271.433,1.0,863.167,222.789,1.0,807.176,230.662,1.0,771.39,199.906,1.0,743.752,168.735,1.0,717.996,133.43,1.0
91,,,,,,,,,,842.966,240.829,0.9850000143051147,,,,,,,848.326,271.437,1.0,863.287,222.49,1.0,807.573,228.108,1.0,776.525,195.789,1.0,746.979,162.934,1.0,724.606,126.437,1.0
92,,,,,,,,,,842.881,241.215,0.9829999804496764,,,,,,,849.171,272.487,1.0,863.047,222.199,1.0,809.205,226.974,1.0,781.073,196.366,1.0,754.986,169.804,1.0,729.297,130.294,1.0
93,,,,,,,,,,843.304,241.415,0.9589999914169312,,,,,,,849.283,272.1,1.0,863.461,222.609,1.0,810.635,226.137,1.0,785.407,196.477,1.0,758.431,168.83,1.0,733.148,131.561,1.0
94,,,,,,,,,,842.907,240.29,0.921999990940094,,,,,,,848.197,271.492,1.0,863.566,222.37,1.0,813.419,227.778,1.0,787.597,195.888,1.0,758.126,164.052,1.0,734.666,130.107,1.0
95,,,,,,,,,,843.424,240.175,0.9610000252723694,,,,,,,848.703,271.834,1.0,863.096,222.219,1.0,812.667,217.91,0.9950000047683716,788.779,195.853,0.9990000128746032,760.262,164.309,1.0,736.917,132.017,1.0
96,,,,,,,,,,843.651,239.609,0.8309999704360962,,,,,,,849.915,271.846,1.0,863.549,222.619,1.0,819.857,228.601,1.0,783.71,185.427,1.0,754.957,155.458,1.0,730.518,125.767,1.0
97,,,,,,,,,,843.563,239.691,0.8619999885559082,,,,,,,849.991,272.024,1.0,863.347,222.53,1.0,819.437,227.9,1.0,783.693,185.543,1.0,755.447,155.772,1.0,730.669,125.453,1.0
98,,,,,,,,,,843.617,239.142,0.8690000176429749,,,,,,,850.165,272.355,1.0,863.808,222.507,1.0,819.243,227.731,1.0,782.46,184.365,1.0,753.589,156.88,1.0,730.12,125.768,1.0
99,,,,,,,,,,843.593,239.361,0.8740000128746033,,,,,,,849.984,272.047,1.0,863.758,222.739,1.0,819.454,227.909,1.0,782.912,184.8,1.0,752.296,158.111,1.0,731.375,126.077,1.0
100,,,,,,,,,,843.138,239.698,0.8190000057220459,,,,,,,849.104,271.153,1.0,863.817,222.688,1.0,818.434,228.076,1.0,782.915,184.97,1.0,754.688,158.01,1.0,729.18,126.929,1.0
101,,,,,,,,,,843.854,241.711,0.8379999995231628,,,,,,,849.004,271.509,1.0,863.502,222.552,1.0,817.939,228.237,1.0,783.846,186.949,1.0,756.409,158.049,1.0,729.558,127.939,1.0
102,,,,,,,,,,843.952,241.37,0.8859999775886536,,,,,,,848.687,271.262,1.0,863.112,222.438,1.0,818.147,228.523,1.0,785.007,187.532,1.0,755.887,158.064,1.0,729.406,128.065,1.0
103,,,,,,,,,,843.797,241.828,0.7630000114440918,,,,,,,848.889,271.553,1.0,863.668,222.449,1.0,818.605,228.826,1.0,784.828,187.551,1.0,755.915,157.714,1.0,729.964,126.37,1.0
104,,,,,,,,,,850.858,242.324,0.8420000076293945,,,,,,,848.996,271.71,1.0,863.774,222.591,1.0,819.51,229.183,1.0,785.676,187.849,1.0,755.804,157.56,1.0,729.978,126.32,1.0
105,,,,,,,,,,850.977,242.66,0.8679999709129333,,,,,,,849.074,271.479,1.0,863.708,222.454,1.0,819.268,228.814,1.0,786.656,188.1,1.0,757.126,157.18,1.0,730.367,127.49,1.0
106,,,,,,,,,,843.924,242.4,0.7300000190734863,,,,,,,849.174,271.313,1.0,863.533,222.863,1.0,819.873,228.947,1.0,786.32,187.207,1.0,757.818,156.315,1.0,729.304,127.194,1.0
107,,,,,,,,,,843.864,242.669,0.6399999856948853,,,,,,,848.978,271.189,1.0,863.781,222.97,1.0,820.282,229.04,1.0,787.016,188.502,1.0,757.468,157.648,1.0,729.6,127.634,1.0
108,,,,,,,,,,851.614,243.505,0.7440000176429749,,,,,,,848.7,271.666,1.0,863.444,222.853,1.0,820.931,228.632,1.0,784.606,186.899,1.0,750.981,155.761,1.0,724.628,126.917,1.0
109,,,,,,,,,,844.22,242.475,0.8799999952316284,,,,,,,849.568,272.531,1.0,863.62,223.097,1.0,820.083,227.127,0.9990000128746032,782.643,182.649,1.0,751.411,152.724,1.0,723.046,124.574,1.0
110,,,,,,,,,,843.778,241.705,0.8840000033378601,,,,,,,847.926,271.707,1.0,863.553,222.822,1.0,810.911,217.997,0.996999979019165,781.111,183.254,1.0,755.572,148.799,1.0,721.894,123.91,1.0
111,,,,,,,,,,843.877,242.27,0.8220000267028809,,,,,,,848.041,270.997,1.0,863.824,223.056,1.0,810.715,216.763,0.9940000176429749,779.174,182.315,1.0,756.52,152.257,1.0,718.235,123.652,1.0
112,,,,,,,,,,843.493,242.786,0.9660000205039978,,,,,,,849.062,271.963,1.0,863.315,222.67,1.0,801.602,213.79,1.0,777.878,180.275,1.0,754.562,151.381,1.0,718.037,123.688,1.0
113,,,,,,,,,,843.78,242.174,0.9300000071525574,,,,,,,849.071,272.002,1.0,862.966,222.316,1.0,800.249,208.008,1.0,778.618,178.212,1.0,752.729,149.958,1.0,717.05,123.043,1.0
114,,,,,,,,,,843.337,238.791,0.9089999794960022,,,,,,,849.167,272.335,1.0,862.753,221.834,1.0,800.666,209.726,1.0,779.27,178.158,1.0,752.663,149.814,1.0,716.981,123.085,1.0
115,,,,,,,,,,843.079,239.423,0.8939999938011169,,,,,,,847.978,271.713,1.0,862.607,221.804,1.0,803.288,211.988,1.0,779.326,180.486,1.0,752.835,150.407,1.0,716.987,123.026,1.0
116,,,,,,,,,,843.146,239.642,0.9079999923706056,,,,,,,848.464,271.886,1.0,861.925,221.793,1.0,804.289,211.091,0.996999979019165,781.778,181.643,1.0,757.357,152.898,1.0,720.212,125.132,1.0
117,,,,,,,,,,842.873,240.09,0.949999988079071,,,,,,,848.433,271.775,1.0,861.814,221.341,1.0,812.051,215.819,0.996999979019165,785.832,184.532,1.0,760.614,151.264,1.0,720.767,124.805,1.0
118,,,,,,,,,,842.775,239.65,0.871999979019165,,,,,,,848.893,271.805,1.0,862.533,220.75,1.0,819.579,226.764,1.0,795.52,185.403,1.0,758.922,149.411,1.0,723.027,124.955,1.0
119,,,,,,,,,,842.64,240.163,0.8500000238418579,,,,,,,848.109,271.886,1.0,862.024,220.8,1.0,817.288,220.649,1.0,794.839,182.623,1.0,763.394,150.137,1.0,727.646,123.768,1.0
120,,,,,,,,,,842.686,239.777,0.8799999952316284,,,,,,,847.889,271.879,1.0,861.439,221.447,1.0,816.356,220.636,1.0,794.495,181.575,1.0,762.141,149.345,1.0,731.619,125.762,1.0
121,,,,,,,,,,842.458,240.064,0.8259999752044678,,,,,,,848.187,272.172,1.0,861.405,221.256,1.0,816.461,220.504,1.0,792.702,183.591,1.0,762.333,149.468,1.0,731.693,125.474,1.0
122,,,,,,,,,,842.551,240.326,0.828000009059906,,,,,,,848.09,271.658,1.0,861.671,221.773,1.0,815.74,220.317,1.0,795.894,181.395,1.0,764.037,151.088,1.0,731.796,125.492,1.0
123,,,,,,,,,,842.557,240.279,0.8320000171661377,,,,,,,848.082,271.687,1.0,861.707,221.679,1.0,816.122,220.426,1.0,795.358,181.487,1.0,762.924,150.528,1.0,731.309,125.549,1.0
124,,,,,,,,,,842.716,240.106,0.9100000262260436,,,,,,,848.38,271.447,1.0,861.856,221.573,1.0,816.662,220.885,1.0,794.815,181.444,1.0,763.115,150.928,1.0,727.874,123.834,1.0
125,,,,,,,,,,842.724,240.463,0.8700000047683716,,,,,,,847.597,271.349,1.0,861.924,221.782,1.0,817.079,220.108,0.9990000128746032,796.627,183.872,1.0,763.701,150.269,1.0,727.571,123.614,1.0
126,,,,,,,,,,842.998,240.183,0.8709999918937683,,,,,,,847.557,271.39,1.0,861.949,222.06,1.0,817.574,219.558,0.996999979019165,797.223,182.99,1.0,763.121,150.475,1.0,727.582,123.317,1.0
127,,,,,,,,,,842.934,240.326,0.8489999771118164,,,,,,,847.417,271.429,1.0,861.934,221.92,1.0,816.879,219.606,0.9990000128746032,791.949,182.747,1.0,762.228,150.33,1.0,731.464,124.279,1.0
128,,,,,,,,,,843.048,240.054,0.8289999961853027,,,,,,,847.951,271.094,1.0,861.871,222.012,1.0,816.925,218.986,0.9959999918937684,796.857,182.843,1.0,762.202,150.125,1.0,728.5,123.191,1.0
129,,,,,,,,,,843.018,239.855,0.7049999833106995,,,,,,,847.744,271.218,1.0,861.934,221.449,1.0,817.039,218.716,0.9950000047683716,796.706,183.036,1.0,764.546,149.978,1.0,729.33,123.96,1.0
130,,,,,,,,,,842.825,240.111,0.8040000200271606,,,,,,,848.162,271.536,1.0,861.958,222.075,1.0,817.326,219.304,0.9980000257492064,796.533,183.404,1.0,764.986,149.3,1.0,728.778,123.063,1.0
131,,,,,,,,,,842.669,240.248,0.8550000190734863,,,,,,,847.79,271.572,1.0,861.653,221.898,1.0,812.06,217.222,0.9959999918937684,791.472,182.386,1.0,764.717,149.576,1.0,729.226,122.65,1.0
132,,,,,,,,,,842.832,240.261,0.6340000033378601,,,,,,,848.667,272.838,1.0,861.09,221.177,1.0,811.666,217.712,0.9700000286102296,788.59,181.709,1.0,763.361,145.895,1.0,729.63,120.515,1.0
133,,,,,,,,,,843.299,239.047,0.6970000267028809,,,,,,,849.196,272.711,1.0,862.247,221.65,1.0,796.648,199.359,0.996999979019165,779.136,168.166,1.0,758.553,139.142,1.0,721.781,120.615,1.0
134,,,,,,,,,,843.982,244.14,0.9070000052452089,,,,,,,848.876,273.907,1.0,862.892,222.875,1.0,803.931,211.938,0.9860000014305116,774.751,177.812,1.0,754.442,137.866,1.0,720.225,117.426,1.0
135,,,,,,,,,,843.566,238.874,0.9800000190734864,,,,,,,849.312,270.735,1.0,863.731,223.015,1.0,794.803,210.844,0.996999979019165,767.662,179.215,1.0,744.587,134.214,1.0,710.615,114.975,1.0
136,,,,,,,,,,827.175,235.613,0.9890000224113464,,,,,,,819.062,262.765,1.0,863.906,222.332,1.0,796.544,215.173,1.0,761.75,180.268,1.0,739.39,131.302,1.0,702.71,114.604,1.0
137,,,,,,,843.594,236.021,0.1019999980926513,827.271,234.335,0.9700000286102296,,,,,,,812.942,262.657,1.0,862.292,221.949,0.9990000128746032,791.723,210.357,1.0,754.342,181.533,1.0,727.4,129.289,1.0,695.832,107.512,1.0
138,,,,,,,843.693,236.345,0.4519999921321869,820.971,228.731,0.9850000143051147,,,,,,,812.904,262.3,1.0,862.023,221.855,0.9990000128746032,790.768,207.108,1.0,754.026,182.515,1.0,722.932,122.723,1.0,692.328,103.548,1.0
139,,,,,,,842.661,235.803,0.9670000076293944,812.266,227.578,0.9980000257492064,852.19,244.024,0.9890000224113464,866.732,221.146,0.6430000066757202,812.712,262.785,1.0,861.142,220.535,0.753000020980835,781.121,207.111,1.0,744.13,171.662,1.0,721.229,121.804,1.0,687.65,90.459,1.0
140,,,,,,,834.768,235.767,0.6470000147819519,804.921,226.773,0.7940000295639038,852.901,241.115,0.9990000128746032,850.028,229.714,0.9810000061988832,812.647,260.004,1.0,828.752,218.238,0.9850000143051147,775.189,207.867,1.0,737.214,171.446,1.0,717.85,122.341,1.0,687.21,86.979,1.0
141,,,,,,,835.698,234.561,0.8880000114440918,807.617,226.888,0.9959999918937684,854.452,241.821,1.0,852.381,230.505,0.9739999771118164,811.392,260.173,1.0,813.819,200.495,1.0,763.95,208.379,1.0,728.281,174.008,1.0,711.541,121.91,0.9990000128746032,686.0,86.639,1.0
142,,,,845.595,243.51,0.2329999953508377,832.972,235.315,0.99099999666214,806.414,223.398,0.9900000095367432,848.233,260.477,1.0,860.695,235.991,1.0,811.541,260.822,1.0,817.286,201.121,1.0,759.006,207.478,1.0,720.97,179.723,1.0,705.508,122.195,0.9990000128746032,687.921,88.719,1.0
143,,,,846.089,242.94,0.1959999948740005,834.381,235.542,0.977999985218048,806.935,226.337,0.9929999709129332,854.081,257.235,1.0,862.218,232.188,1.0,811.237,261.547,1.0,817.598,200.363,1.0,751.989,202.933,1.0,714.372,178.451,1.0,693.693,128.501,1.0,672.906,88.768,1.0
144,,,,846.343,242.358,0.4189999997615814,828.348,229.166,0.6320000290870667,804.524,227.926,0.9980000257492064,854.246,252.611,1.0,861.547,228.498,0.9990000128746032,811.262,261.027,1.0,816.435,200.117,1.0,748.062,207.213,1.0,705.55,178.066,1.0,685.127,133.917,1.0,662.38,96.346,1.0
145,,,,844.678,237.312,0.640999972820282,827.712,229.531,0.8659999966621399,803.89,228.633,0.9990000128746032,854.481,249.555,1.0,851.69,226.954,1.0,810.809,260.804,1.0,816.155,199.811,1.0,747.614,209.362,1.0,703.019,181.322,1.0,683.039,131.932,1.0,661.402,96.033,1.0
146,,,,844.46,236.291,0.718999981880188,828.578,229.386,0.9879999756813048,802.289,227.634,1.0,857.676,245.512,1.0,851.692,220.182,1.0,811.204,260.925,1.0,816.091,199.464,1.0,744.754,211.534,1.0,704.176,182.444,1.0,680.843,133.28,1.0,660.061,96.688,1.0
147,876.479,213.713,0.4090000092983246,849.342,225.872,0.9670000076293944,830.238,229.052,0.9990000128746032,802.857,227.981,0.9990000128746032,859.788,239.005,1.0,854.004,212.024,1.0,811.192,260.722,1.0,816.123,200.287,1.0,743.94,212.677,1.0,703.358,183.983,1.0,681.427,137.679,1.0,658.554,99.518,1.0
148,,,,850.033,225.333,0.9959999918937684,829.171,227.222,1.0,795.269,226.893,0.99099999666214,862.393,237.435,1.0,855.685,209.773,1.0,811.393,260.879,1.0,815.929,200.116,1.0,742.73,214.948,1.0,701.321,186.189,1.0,679.032,139.194,1.0,658.845,102.558,1.0
149,877.09,213.05,0.3959999978542328,845.979,222.233,0.9890000224113464,829.327,224.812,1.0,795.582,227.365,0.9950000047683716,861.111,230.212,1.0,853.231,209.419,1.0,811.578,261.0,1.0,813.971,200.934,1.0,743.878,216.738,1.0,700.069,187.085,1.0,675.489,144.244,1.0,658.961,105.537,0.996999979019165
150,876.981,212.336,0.2160000056028366,851.084,220.665,0.9919999837875366,829.377,223.38,1.0,795.722,227.568,0.9919999837875366,868.039,228.779,1.0,852.301,205.93,1.0,811.949,261.409,1.0,814.06,200.377,1.0,746.095,212.672,1.0,703.743,193.068,1.0,677.669,153.076,1.0,659.072,117.861,0.9990000128746032
151,882.7,204.845,0.1469999998807907,850.75,218.978,0.9259999990463256,829.151,221.517,1.0,803.66,227.587,0.9990000128746032,859.572,217.298,1.0,851.603,205.066,1.0,811.828,260.748,1.0,814.201,200.715,1.0,746.032,214.831,1.0,702.655,195.155,1.0,677.987,153.87,1.0,659.32,117.935,1.0
152,891.664,196.992,0.3030000030994415,851.948,213.038,0.8989999890327454,829.835,220.712,1.0,804.869,228.676,1.0,858.634,216.193,0.9990000128746032,852.976,204.258,1.0,812.164,260.942,1.0,814.233,201.418,1.0,748.618,217.7,1.0,703.262,198.347,1.0,677.496,154.15,1.0,660.121,118.488,1.0
153,891.3,188.042,0.9950000047683716,860.665,212.394,0.9559999704360962,830.246,220.632,0.9990000128746032,804.921,229.614,0.9990000128746032,880.731,213.47,1.0,851.919,205.106,1.0,811.768,261.049,1.0,814.37,201.942,1.0,750.723,217.952,1.0,703.374,198.466,1.0,676.234,152.816,1.0,657.504,119.903,1.0
154,892.499,181.537,0.9990000128746032,862.756,210.565,0.9959999918937684,832.2,221.351,0.9980000257492064,805.184,231.377,1.0,877.272,218.914,0.9990000128746032,864.167,202.607,0.9990000128746032,811.6,261.467,1.0,814.873,201.661,1.0,750.526,222.175,1.0,703.892,200.425,1.0,677.366,153.929,1.0,654.432,122.566,1.0
155,892.805,180.509,0.9879999756813048,863.153,204.65,1.0,835.784,219.604,1.0,810.543,229.034,1.0,883.744,214.151,1.0,864.181,188.511,1.0,811.413,262.017,1.0,815.667,199.612,1.0,754.601,224.276,1.0,704.684,199.193,1.0,678.502,161.852,1.0,655.98,124.088,1.0
156,899.34,180.463,0.9860000014305116,862.189,200.163,1.0,838.583,217.834,1.0,811.697,230.504,1.0,883.347,211.994,1.0,866.221,183.059,1.0,812.71,263.305,1.0,813.37,198.504,1.0,758.797,230.859,1.0,715.137,215.034,1.0,680.702,168.55,1.0,659.157,134.533,1.0
157,893.845,179.173,0.9710000157356262,864.523,196.43,1.0,844.793,215.209,1.0,812.32,230.706,1.0,884.357,211.033,1.0,870.905,175.172,1.0,812.679,263.829,1.0,813.77,199.046,1.0,761.999,230.163,1.0,716.132,214.269,1.0,681.278,170.44,1.0,657.33,139.241,1.0
158,894.13,178.54,0.9869999885559082,863.433,193.888,1.0,845.369,213.902,1.0,813.289,230.211,1.0,883.461,211.511,1.0,870.652,176.005,1.0,812.292,265.152,1.0,814.618,200.142,1.0,768.403,232.869,1.0,719.832,219.727,1.0,683.146,184.852,1.0,657.374,151.292,1.0
159,898.793,166.057,0.9829999804496764,864.192,187.864,1.0,845.198,211.696,1.0,813.964,228.658,1.0,882.865,211.914,0.9990000128746032,865.075,173.028,1.0,812.703,266.179,1.0,814.547,200.369,1.0,768.797,236.151,1.0,727.46,229.665,1.0,687.639,194.223,1.0,653.242,158.022,1.0
160,899.022,156.304,0.8989999890327454,863.203,185.903,1.0,844.37,210.987,1.0,817.896,227.353,1.0,882.638,212.786,0.9819999933242798,862.832,170.135,1.0,823.5,261.683,1.0,814.36,200.093,1.0,771.979,240.05,1.0,727.625,232.112,1.0,692.528,202.003,1.0,656.598,167.441,1.0
161,891.429,155.56,0.9950000047683716,864.208,186.526,1.0,843.95,210.54,1.0,820.951,224.643,1.0,882.59,212.872,0.996999979019165,860.613,170.072,1.0,836.691,252.271,0.9990000128746032,813.786,200.469,1.0,775.097,240.997,1.0,727.132,236.259,1.0,690.293,203.81,1.0,656.964,168.623,1.0
162,876.332,149.063,0.9959999918937684,862.538,186.002,1.0,843.015,210.377,0.9990000128746032,821.5,225.787,1.0,883.107,212.541,0.8650000095367432,857.007,169.147,1.0,842.815,243.813,0.996999979019165,813.954,200.051,1.0,775.37,243.372,1.0,729.956,247.175,1.0,693.022,213.53,1.0,660.362,173.314,1.0
163,874.698,148.672,0.9990000128746032,861.367,185.386,0.9990000128746032,842.449,211.33,1.0,822.669,227.731,1.0,868.279,171.627,0.9660000205039978,856.769,167.971,1.0,841.464,252.053,1.0,814.171,200.476,1.0,773.755,247.178,1.0,729.628,247.072,1.0,691.602,214.22,1.0,662.089,176.86,1.0
164,868.82,141.066,0.8109999895095825,854.076,181.526,1.0,841.549,204.831,0.9990000128746032,822.181,228.155,1.0,866.758,170.886,0.977999985218048,851.763,164.69,1.0,843.23,246.89,1.0,814.652,200.762,1.0,774.322,248.837,1.0,730.446,249.55,1.0,691.652,216.797,1.0,663.535,180.13,1.0
165,860.147,139.206,0.9449999928474426,852.565,179.705,1.0,842.037,203.908,0.9990000128746032,822.695,227.698,1.0,860.615,164.449,0.9940000176429749,850.033,162.351,1.0,843.508,246.844,1.0,815.296,200.777,1.0,776.173,250.076,1.0,729.535,250.661,1.0,693.032,215.944,1.0,664.525,180.737,1.0
166,860.159,133.549,0.9950000047683716,852.073,180.491,1.0,840.815,204.656,0.9990000128746032,821.71,228.013,1.0,858.629,165.307,0.9990000128746032,850.62,160.624,1.0,843.413,246.116,1.0,814.6,200.628,1.0,775.473,249.316,1.0,730.023,250.595,1.0,693.239,216.742,1.0,664.628,184.963,1.0
167,859.091,128.75,1.0,845.342,174.226,0.996999979019165,840.91,203.288,1.0,821.426,225.4,1.0,860.637,167.676,1.0,848.251,159.503,0.9980000257492064,843.797,246.327,1.0,814.699,200.532,1.0,774.828,247.36,1.0,730.693,249.417,1.0,694.716,216.694,1.0,664.422,184.646,1.0
168,861.11,124.552,1.0,845.218,172.366,0.9980000257492064,842.072,196.727,1.0,821.15,226.047,1.0,861.52,163.249,1.0,848.4,158.886,0.9959999918937684,843.971,245.277,1.0,815.138,201.652,1.0,774.612,245.482,1.0,738.107,248.647,1.0,695.309,216.197,1.0,665.487,183.249,1.0
169,859.878,119.224,1.0,844.448,162.555,0.9950000047683716,842.984,194.901,1.0,822.791,225.306,1.0,868.426,157.16,0.996999979019165,851.535,164.963,0.9990000128746032,844.259,244.887,1.0,815.527,202.369,1.0,775.451,245.591,1.0,738.678,248.979,1.0,697.596,216.835,1.0,665.045,184.018,1.0
170,858.261,117.804,1.0,853.925,166.249,0.9829999804496764,842.836,194.647,0.9990000128746032,827.795,222.092,0.9990000128746032,867.175,212.575,0.3510000109672546,851.58,162.662,1.0,843.702,242.415,0.9449999928474426,815.868,201.329,1.0,775.739,244.578,1.0,738.876,249.191,1.0,693.62,220.894,1.0,663.072,190.731,1.0
171,861.993,113.069,1.0,850.638,162.823,1.0,843.847,186.688,0.996999979019165,829.953,213.826,0.9959999918937684,868.806,156.448,0.7739999890327454,846.723,154.529,0.9879999756813048,845.065,236.478,0.257999986410141,818.034,200.302,1.0,776.322,243.773,1.0,739.226,248.102,1.0,697.672,220.662,1.0,662.309,193.092,1.0
172,866.581,102.404,0.8690000176429749,845.166,141.973,0.8519999980926514,843.511,173.217,0.984000027179718,829.02,213.182,0.9829999804496764,842.979,140.494,0.977999985218048,836.559,134.466,0.9879999756813048,844.976,236.298,0.31700000166893,815.966,201.734,1.0,780.165,243.569,1.0,743.312,247.304,1.0,695.779,222.184,1.0,664.384,196.399,1.0
173,866.85,94.097,0.9480000138282776,850.693,133.986,0.9959999918937684,842.579,157.06,0.9980000257492064,837.712,205.018,0.9990000128746032,844.395,129.74,0.9670000076293944,836.345,124.199,1.0,850.658,236.478,0.221000000834465,815.894,201.027,1.0,791.712,231.957,1.0,754.03,247.888,1.0,700.624,222.033,1.0,661.813,198.49,1.0
174,877.338,90.653,0.9919999837875366,851.685,128.981,1.0,843.108,155.181,1.0,836.888,196.127,0.9459999799728394,877.115,148.463,0.9419999718666076,839.119,117.113,1.0,821.876,198.079,0.6060000061988831,816.566,198.636,1.0,792.702,232.274,1.0,755.578,245.474,1.0,701.189,224.591,1.0,666.954,205.588,1.0
175,878.225,85.433,0.9879999756813048,851.873,124.591,0.9980000257492064,843.489,155.031,0.984000027179718,836.053,195.527,0.5360000133514404,876.772,147.331,0.4650000035762787,844.126,107.642,1.0,820.15,198.096,0.9259999990463256,815.594,198.455,1.0,793.607,230.053,1.0,764.254,244.421,1.0,705.694,230.991,1.0,666.912,209.874,1.0
176,,,,,,,,,,,,,,,,,,,819.732,197.184,0.6140000224113464,814.88,198.804,1.0,802.888,229.025,1.0,768.991,241.654,1.0,715.262,229.551,1.0,672.114,214.878,1.0
177,,,,,,,,,,844.428,195.736,0.3379999995231628,875.757,147.475,0.9729999899864196,,,,875.904,201.939,0.996999979019165,814.746,200.193,0.9980000257492064,807.82,217.071,0.9990000128746032,777.352,233.826,1.0,728.547,235.407,1.0,684.026,223.759,1.0
178,,,,,,,,,,835.893,196.074,0.3350000083446502,,,,,,,,,,815.929,200.096,1.0,810.742,218.028,0.9490000009536744,781.518,230.645,1.0,737.633,238.507,1.0,698.845,229.816,1.0
179,,,,,,,,,,,,,,,,,,,883.83,179.409,0.984000027179718,816.49,199.674,1.0,811.344,217.444,0.2179999947547912,785.091,244.423,0.99099999666214,738.865,241.686,1.0,704.659,232.941,1.0
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.643,234.193,0.975000023841858,756.937,243.401,0.962000012397766,717.196,231.558,1.0
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.613,230.248,0.9990000128746032,781.868,240.539,0.9810000061988832,715.798,230.339,0.8339999914169312
183,,,,,,,,,,,,,,,,,,,882.274,177.405,0.6819999814033508,819.549,171.238,0.5659999847412109,826.982,198.748,0.8360000252723694,809.062,221.264,1.0,755.25,233.13,1.0,713.589,223.653,1.0
184,,,,868.332,74.893,0.6710000038146973,860.098,123.658,0.8109999895095825,852.177,156.429,0.8759999871253967,853.338,101.745,0.6100000143051147,861.077,60.69,0.2509999871253967,876.341,178.794,0.7820000052452087,827.562,153.784,0.9990000128746032,827.228,188.869,0.9980000257492064,804.701,216.701,1.0,753.43,231.366,1.0,719.617,221.449,1.0
185,900.307,27.362,0.1110000014305114,868.467,74.853,0.699999988079071,865.986,115.131,0.9990000128746032,859.139,147.979,0.996999979019165,856.891,100.822,0.9919999837875366,850.692,62.124,0.7910000085830688,876.369,177.036,0.9800000190734864,830.168,145.349,0.9950000047683716,827.339,182.437,1.0,806.77,215.193,1.0,754.139,224.363,1.0,716.555,215.978,1.0
186,,,,868.894,68.147,0.395000010728836,867.782,109.08,0.9929999709129332,858.513,140.518,0.9980000257492064,856.71,101.087,1.0,844.387,100.223,0.5009999871253967,877.595,173.92,0.972000002861023,836.571,130.794,1.0,827.17,176.897,1.0,806.675,208.725,1.0,754.439,217.153,1.0,713.292,210.071,1.0
187,,,,,,,876.142,107.873,0.9610000252723694,859.246,135.963,0.9990000128746032,857.137,101.085,0.9980000257492064,852.053,100.051,0.5440000295639038,876.887,172.26,0.1870000064373016,838.135,132.488,1.0,826.826,171.266,1.0,809.32,200.096,1.0,755.939,212.581,1.0,714.895,199.833,1.0
188,,,,868.697,68.277,0.2010000050067901,868.827,108.977,0.9959999918937684,858.164,135.345,1.0,856.005,100.885,1.0,844.319,100.069,0.5180000066757202,837.259,134.194,0.8349999785423279,838.755,132.518,1.0,828.527,172.241,1.0,804.832,196.694,1.0,758.313,208.086,1.0,716.564,189.727,1.0
189,,,,868.515,68.043,0.163000002503395,868.285,109.283,0.9959999918937684,857.47,136.291,1.0,855.957,99.52,0.9990000128746032,844.196,99.969,0.4050000011920929,883.798,171.809,0.8489999771118164,838.441,132.483,1.0,829.94,173.181,1.0,803.41,197.32,1.0,754.311,205.096,1.0,714.269,188.775,1.0
190,,,,,,,,,,858.973,142.472,0.953000009059906,,,,,,,837.498,131.508,0.8539999723434448,836.254,133.52,1.0,830.264,171.685,1.0,802.388,197.984,1.0,753.991,204.971,1.0,714.623,193.005,1.0
191,,,,,,,,,,859.108,142.799,0.949999988079071,,,,,,,885.289,172.438,0.3540000021457672,835.386,135.158,1.0,831.115,169.772,1.0,804.329,200.782,1.0,752.118,205.027,1.0,712.571,190.768,1.0
192,,,,,,,,,,858.799,131.38,0.9570000171661376,,,,,,,885.274,172.309,0.3079999983310699,835.763,133.955,1.0,833.886,167.765,1.0,806.266,197.087,1.0,755.727,204.091,1.0,715.696,189.966,1.0
193,,,,891.168,52.15,0.2800000011920929,875.991,100.033,0.4909999966621399,859.283,130.852,0.9980000257492064,,,,868.164,44.989,0.3050000071525574,886.062,159.096,0.9919999837875366,834.491,134.208,1.0,834.08,167.247,1.0,809.015,194.763,1.0,755.414,204.701,1.0,718.552,188.967,1.0
194,,,,875.528,52.14,0.5120000243186951,860.996,92.777,0.5709999799728394,857.817,127.553,0.9890000224113464,899.855,67.457,0.9589999914169312,846.9,61.127,0.9670000076293944,895.08,141.349,1.0,834.626,134.093,1.0,837.523,164.735,1.0,810.985,193.782,1.0,756.925,205.403,1.0,721.38,195.548,1.0
